lat,lon,tmin_future,tmax_future,prec_future
6.044465030106537,68.0574206992359,,,
6.044465030106537,68.14077332715905,,,
6.044465030106537,68.22412595508217,,,
6.044465030106537,68.30747858300532,,,
6.044465030106537,68.39083121092844,,,
6.044465030106537,68.47418383885156,,,
6.044465030106537,68.5575364667747,,,
6.044465030106537,68.64088909469783,,,
6.044465030106537,68.72424172262097,,,
6.044465030106537,68.8075943505441,,,
6.044465030106537,68.89094697846721,,,
6.044465030106537,68.97429960639036,,,
6.044465030106537,69.05765223431348,,,
6.044465030106537,69.1410048622366,,,
6.044465030106537,69.22435749015975,,,
6.044465030106537,69.30771011808287,,,
6.044465030106537,69.39106274600601,,,
6.044465030106537,69.47441537392913,,,
6.044465030106537,69.55776800185225,,,
6.044465030106537,69.6411206297754,,,
6.044465030106537,69.72447325769852,,,
6.044465030106537,69.80782588562167,,,
6.044465030106537,69.89117851354479,,,
6.044465030106537,69.9745311414679,,,
6.044465030106537,70.05788376939105,,,
6.044465030106537,70.14123639731417,,,
6.044465030106537,70.2245890252373,,,
6.044465030106537,70.30794165316044,,,
6.044465030106537,70.39129428108356,,,
6.044465030106537,70.47464690900671,,,
6.044465030106537,70.55799953692983,,,
6.044465030106537,70.64135216485295,,,
6.044465030106537,70.7247047927761,,,
6.044465030106537,70.80805742069921,,,
6.044465030106537,70.89141004862236,,,
6.044465030106537,70.97476267654548,,,
6.044465030106537,71.0581153044686,,,
6.044465030106537,71.14146793239175,,,
6.044465030106537,71.22482056031487,,,
6.044465030106537,71.30817318823799,,,
6.044465030106537,71.39152581616113,,,
6.044465030106537,71.47487844408425,,,
6.044465030106537,71.5582310720074,,,
6.044465030106537,71.64158369993052,,,
6.044465030106537,71.72493632785364,,,
6.044465030106537,71.80828895577679,,,
6.044465030106537,71.89164158369991,,,
6.044465030106537,71.97499421162306,,,
6.044465030106537,72.05834683954618,,,
6.044465030106537,72.1416994674693,,,
6.044465030106537,72.22505209539244,,,
6.044465030106537,72.30840472331556,,,
6.044465030106537,72.39175735123871,,,
6.044465030106537,72.47510997916183,,,
6.044465030106537,72.55846260708495,,,
6.044465030106537,72.6418152350081,,,
6.044465030106537,72.72516786293122,,,
6.044465030106537,72.80852049085433,,,
6.044465030106537,72.89187311877748,,,
6.044465030106537,72.9752257467006,,,
6.044465030106537,73.05857837462375,,,
6.044465030106537,73.14193100254687,,,
6.044465030106537,73.22528363046999,,,
6.044465030106537,73.30863625839314,,,
6.044465030106537,73.39198888631626,,,
6.044465030106537,73.4753415142394,,,
